Feature_ID,Accession,Has_Contaminant_Flag,All_Reverse_Flag,Cow_Contaminant_Flag,Accession_RNA,Accession_Protein,GeneID,Symbol,Alias,Type,Location,Description
120,NP_009174.1;NP_001257636.1,0,0,0,NM_001270707 NM_007243,NP_001257636 NP_009174,11270,NRM,NRM29,protein-coding,6p21.33,nurim (nuclear envelope membrane protein)
121,XP_016862568.1;NP_001305863.1;XP_016862567.1;XP_011511395.1;NP_003062.2;NP_620636.1;NP_001305864.1;XP_011511393.1;XP_011511394.1,0,0,0,NM_001318934 NM_001318935 NM_003071 NM_139048 XM_011513091 XM_011513092 XM_011513093 XM_017007078 XM_017007079,NP_001305863 NP_001305864 NP_003062 NP_620636 XP_011511393 XP_011511394 XP_011511395 XP_016862567 XP_016862568,6596,HLTF,HIP116 HIP116A HLTF1 RNF80 SMARCA3 SNF2L3 ZBU1,protein-coding,3q24,helicase like transcription factor
122,NP_002818.1,0,0,0,NM_002827,NP_002818,5770,PTPN1,PTP1B,protein-coding,20q13.13,"protein tyrosine phosphatase, non-receptor type 1"
123,NP_001035919.1;NP_057011.2;NP_001158191.1,0,0,0,NM_001042454 NM_001164719 NM_015927,NP_001035919 NP_001158191 NP_057011,7041,TGFB1I1,ARA55 HIC-5 HIC5 TSC-5,protein-coding,16p11.2,transforming growth factor beta 1 induced transcript 1
124,NP_004689.1,0,0,0,NM_004698,NP_004689,9129,PRPF3,HPRP3 HPRP3P PRP3 Prp3p RP18 SNRNP90,protein-coding,1q21.2,pre-mRNA processing factor 3
125,NP_054906.2,0,0,0,NM_014187,NP_054906,29100,TMEM208,HSPC171,protein-coding,16q22.1,transmembrane protein 208
126,REV__XP_016857355.1,0,2,0,---,---,---,---,---,---,---,---
127,NP_056065.1;XP_016870040.1,0,0,0,NM_015250 XM_017014551,NP_056065 XP_016870040,23299,BICD2,SMALED2 bA526D8.1,protein-coding,9q22.31,BICD cargo adaptor 2
128,NP_001135971.1;NP_001135972.1;NP_612448.1;XP_005255135.1,0,0,0,NM_001142499 NM_001142500 NM_138439 XM_005255078,NP_001135971 NP_001135972 NP_612448 XP_005255135,114984,FLYWCH2,---,protein-coding,16p13.3,FLYWCH family member 2
129,NP_000662.3,0,0,0,NM_000671,NP_000662,128,ADH5,ADH-3 ADHX FALDH FDH GSH-FDH GSNOR HEL-S-60p,protein-coding,4q23,"alcohol dehydrogenase 5 (class III), chi polypeptide"
130,XP_016877884.1;XP_016877883.1;NP_060473.2;XP_005254586.1;NP_001008225.1,0,0,0,NM_001008224 NM_018003 XM_005254529 XM_017022394 XM_017022395,NP_001008225 NP_060473 XP_005254586 XP_016877883 XP_016877884,55075,UACA,NUCLING,protein-coding,15q23,uveal autoantigen with coiled-coil domains and ankyrin repeats
131,XP_016883966.1;XP_016883967.1;NP_005432.1,0,0,0,NM_005441 XM_017028477 XM_017028478,NP_005432 XP_016883966 XP_016883967,8208,CHAF1B,CAF-1 CAF-IP60 CAF1 CAF1A CAF1P60 MPHOSPH7 MPP7,protein-coding,21q22.12-q22.13,chromatin assembly factor 1 subunit B
132,REV__NP_775899.3,0,2,0,---,---,---,---,---,---,---,---
133,NP_037507.1,0,0,0,NM_013375,NP_037507,29777,ABT1,hABT1,protein-coding,6p22.2,activator of basal transcription 1
134,NP_001229536.1;NP_851996.2;NP_000606.3,0,0,0,NM_000615 NM_001242607 NM_181351,NP_000606 NP_001229536 NP_851996,4684,NCAM1,CD56 MSK39 NCAM,protein-coding,11q23.2,neural cell adhesion molecule 1
135,NP_060898.2,0,0,0,NM_018428,NP_060898,55813,UTP6,C17orf40 HCA66,protein-coding,17q11.2,"UTP6, small subunit processome component"
136,XP_016861413.1;XP_011510866.1;XP_005247296.1;NP_055811.1,0,0,0,NM_014996 XM_005247239 XM_011512564 XM_017005924,NP_055811 XP_005247296 XP_011510866 XP_016861413,23007,PLCH1,PLCL3,protein-coding,3q25.31,phospholipase C eta 1
137,XP_011535412.1,0,0,0,XM_011537110,XP_011535412,7011,TEP1,TLP1 TP1 TROVE1 VAULT2 p240,protein-coding,14q11.2,telomerase associated protein 1
138,NP_612393.2,0,0,0,NM_138384,NP_612393,92170,MTG1,GTP GTPBP7,protein-coding,10q26.3,mitochondrial ribosome associated GTPase 1
139,NP_065142.2,0,0,0,NM_020409,NP_065142,57129,MRPL47,CGI-204 L47mt MRP-L47 NCM1,protein-coding,3q26.33,mitochondrial ribosomal protein L47
140,NP_005029.1,0,0,0,NM_005038,NP_005029,5481,PPID,CYP-40 CYPD,protein-coding,4q32.1,peptidylprolyl isomerase D
141,NP_085056.2,0,0,0,NM_030579,NP_085056,80777,CYB5B,CYB5-M CYPB5M OMB5,protein-coding,16q22.1,cytochrome b5 type B
142,NP_001107579.1,0,0,0,NM_001114107,NP_001107579,27295,PDLIM3,ALP,protein-coding,4q35.1,PDZ and LIM domain 3
143,NP_006294.2,0,0,0,NM_006303,NP_006294,7965,AIMP2,JTV-1 JTV1 P38,protein-coding,7p22.1,aminoacyl tRNA synthetase complex interacting multifunctional protein 2
144,XP_016876865.1;XP_016876866.1;NP_001230702.1;NP_001230703.1;NP_444292.1;XP_006720236.1;XP_011535148.1,0,0,0,NM_001243773 NM_001243774 NM_053064 XM_006720173 XM_011536846 XM_017021376 XM_017021377,NP_001230702 NP_001230703 NP_444292 XP_006720236 XP_011535148 XP_016876865 XP_016876866,54331,GNG2,---,protein-coding,14q22.1,G-protein subunit gamma 2
145,NP_036525.1,0,0,0,NM_012393,NP_036525,5198,PFAS,FGAMS FGAR-AT FGARAT PURL,protein-coding,17p13.1,phosphoribosylformylglycinamidine synthase
146,NP_000031.1,0,0,0,NM_000040,NP_000031,345,APOC3,APOCIII HALP2,protein-coding,11q23.3,apolipoprotein C3
147,NP_006849.1,0,0,0,NM_006858,NP_006849,11018,TMED1,IL1RL1LG Il1rl1l Tp24 p24g1,protein-coding,19p13.2,transmembrane p24 trafficking protein 1
148,NP_001137153.1,0,0,0,NM_001143681,NP_001137153,373156,GSTK1,GST GST-13-13 GST13 GST13-13 GSTK1-1 hGSTK1,protein-coding,7q34,glutathione S-transferase kappa 1
149,NP_057001.1,0,0,0,NM_015917,NP_057001,373156,GSTK1,GST GST-13-13 GST13 GST13-13 GSTK1-1 hGSTK1,protein-coding,7q34,glutathione S-transferase kappa 1
150,XP_016880832.1;NP_004250.4;XP_005257875.1;XP_011523784.1,0,0,0,NM_004259 XM_005257818 XM_011525482 XM_017025343,NP_004250 XP_005257875 XP_011523784 XP_016880832,9400,RECQL5,RECQ5,protein-coding,17q25.1,RecQ like helicase 5
151,NP_002629.1,0,0,0,NM_002638,NP_002629,5266,PI3,ESI SKALP WAP3 WFDC14 cementoin,protein-coding,20q13.12,peptidase inhibitor 3
152,NP_005680.1,0,0,0,NM_005689,NP_005680,10058,ABCB6,ABC ABC14 DUH3 LAN MCOPCB7 MTABC3 PRP PSHK2 umat,protein-coding,2q35,ATP binding cassette subfamily B member 6 (Langereis blood group)
153,NP_001138400.1,0,0,0,NM_001144928,NP_001138400,28511,NKIRAS2,KBRAS2 kappaB-Ras2,protein-coding,17q21.2,NFKB inhibitor interacting Ras like 2
154,REV__XP_011509520.1,0,2,0,---,---,---,---,---,---,---,---
155,NP_068779.1,0,0,0,NM_021960,NP_068779,4170,MCL1,BCL2L3 EAT MCL1-ES MCL1L MCL1S Mcl-1 TM bcl2-L-3 mcl1/EAT,protein-coding,1q21.2,"MCL1, BCL2 family apoptosis regulator"
156,NP_055061.1;XP_006724446.1,0,0,0,NM_014246 XM_006724383,NP_055061 XP_006724446,9620,CELSR1,ADGRC1 CDHF9 FMI2 HFMI2 ME2,protein-coding,22q13.31,cadherin EGF LAG seven-pass G-type receptor 1
157,NP_862820.1;NP_036513.2;XP_011533953.1;XP_016866124.1,0,0,0,NM_012381 NM_181837 XM_011535651 XM_017010635,NP_036513 NP_862820 XP_011533953 XP_016866124,23595,ORC3,LAT LATHEO ORC3L,protein-coding,6q15,origin recognition complex subunit 3
158,sp|TRY1_BOVIN,0,0,0,---,---,---,---,---,---,---,---
159,NP_005735.2,0,0,0,NM_005744,NP_005735,25820,ARIH1,ARI HARI HHARI UBCH7BP,protein-coding,15q24.1,ariadne RBR E3 ubiquitin protein ligase 1
160,NP_001139628.1;NP_002084.2,0,0,0,NM_001146156 NM_002093,NP_001139628 NP_002084,2932,GSK3B,---,protein-coding,3q13.33,glycogen synthase kinase 3 beta
161,NP_001308780.1;NP_004230.2,0,0,0,NM_001321851 NM_004239,NP_001308780 NP_004230,9321,TRIP11,ACG1A CEV14 GMAP-210 GMAP210 TRIP-11 TRIP230,protein-coding,14q32.12,thyroid hormone receptor interactor 11
162,XP_005274206.1;NP_006259.1,0,0,0,NM_006268 XM_005274149,NP_006259 XP_005274206,5977,DPF2,REQ UBID4 ubi-d4,protein-coding,11q13.1,double PHD fingers 2
163,XP_011543793.1;XP_011543794.1;XP_006724546.1;XP_006724547.1;NP_001191948.1;NP_976325.1;NP_001121599.1;NP_000158.1,0,0,0,NM_000167 NM_001128127 NM_001205019 NM_203391 XM_006724483 XM_006724484 XM_011545491 XM_011545492,NP_000158 NP_001121599 NP_001191948 NP_976325 XP_006724546 XP_006724547 XP_011543793 XP_011543794,2710,GK,GK1 GKD,protein-coding,Xp21.2,glycerol kinase
164,NP_001273206.1;NP_006313.1,0,0,0,NM_001286277 NM_006322,NP_001273206 NP_006313,10426,TUBGCP3,104p GCP3 Grip104 SPBC98 Spc98 Spc98p,protein-coding,13q34,tubulin gamma complex associated protein 3
165,XP_016879398.1;XP_005255780.1;NP_055527.1;XP_006721169.1,0,0,0,NM_014712 XM_005255723 XM_006721106 XM_017023909,NP_055527 XP_005255780 XP_006721169 XP_016879398,9739,SETD1A,KMT2F Set1 Set1A,protein-coding,16p11.2,SET domain containing 1A
166,XP_005268645.1;NP_001287876.1,0,0,0,NM_001300947 XM_005268588,NP_001287876 XP_005268645,11052,CPSF6,CFIM CFIM68 HPBRII-4 HPBRII-7,protein-coding,12q15,cleavage and polyadenylation specific factor 6
167,NP_000687.3,0,0,0,NM_000696,NP_000687,223,ALDH9A1,ALDH4 ALDH7 ALDH9 E3 TMABADH,protein-coding,1q24.1,aldehyde dehydrogenase 9 family member A1
168,NP_001025067.1;NP_009006.2,0,0,0,NM_001029896 NM_007075,NP_001025067 NP_009006,11152,WDR45,JM5 NBIA4 NBIA5 WDRX1 WIPI-4 WIPI4,protein-coding,Xp11.23,WD repeat domain 45
169,NP_002454.1;XP_005261040.1;XP_005261041.1;XP_011527873.1;XP_011527874.1,0,0,0,NM_002463 XM_005260983 XM_005260984 XM_011529571 XM_011529572,NP_002454 XP_005261040 XP_005261041 XP_011527873 XP_011527874,4600,MX2,MXB,protein-coding,21q22.3,MX dynamin like GTPase 2
170,NP_996808.1;NP_001209.1,0,0,0,NM_001218 NM_206925,NP_001209 NP_996808,771,CA12,CA-XII CAXII HsT18816 T18816,protein-coding,15q22.2,carbonic anhydrase 12
171,XP_016869112.1;XP_016869113.1;XP_016869114.1;XP_016869115.1;XP_016869116.1;XP_016869117.1;XP_016869118.1;XP_016869119.1;XP_016869120.1;XP_016869121.1;XP_016869122.1;XP_016869123.1;XP_016869124.1;XP_016869125.1;XP_016869126.1;XP_016869127.1;NP_001123990.1;NP_060841.5;XP_006716421.1;XP_006716422.1;XP_006716423.1;XP_006716424.1;XP_006716425.1;XP_006716426.1;XP_006716427.1;XP_011542880.1;XP_011542881.1;XP_011542882.1;XP_011542884.1;XP_011542885.1;XP_011542886.1,0,0,0,NM_001130518 NM_018371 XM_006716358 XM_006716359 XM_006716360 XM_006716361 XM_006716362 XM_006716363 XM_006716364 XM_011544578 XM_011544579 XM_011544580 XM_011544582 XM_011544583 XM_011544584 XM_017013623 XM_017013624 XM_017013625 XM_017013626 XM_017013627 XM_017013628 XM_017013629 XM_017013630 XM_017013631 XM_017013632 XM_017013633 XM_017013634 XM_017013635 XM_017013636 XM_017013637 XM_017013638,NP_001123990 NP_060841 XP_006716421 XP_006716422 XP_006716423 XP_006716424 XP_006716425 XP_006716426 XP_006716427 XP_011542880 XP_011542881 XP_011542882 XP_011542884 XP_011542885 XP_011542886 XP_016869112 XP_016869113 XP_016869114 XP_016869115 XP_016869116 XP_016869117 XP_016869118 XP_016869119 XP_016869120 XP_016869121 XP_016869122 XP_016869123 XP_016869124 XP_016869125 XP_016869126 XP_016869127,55790,CSGALNACT1,CSGalNAcT-1 ChGn beta4GalNAcT,protein-coding,8p21.3,chondroitin sulfate N-acetylgalactosaminyltransferase 1
172,XP_016874289.1;NP_653195.2,0,0,0,NM_144594 XM_017018800,NP_653195 XP_016874289,121355,GTSF1,FAM112B,protein-coding,12q13.13,gametocyte specific factor 1
173,NP_005909.2,0,0,0,NM_005918,NP_005909,4191,MDH2,EIEE51 M-MDH MDH MGC:3559 MOR1,protein-coding,7q11.23,malate dehydrogenase 2
174,XP_011519861.1,0,0,0,XM_011521559,XP_011519861,4088,SMAD3,HSPC193 HsT17436 JV15-2 LDS1C LDS3 MADH3,protein-coding,15q22.33,SMAD family member 3
175,NP_859531.1,0,0,0,NM_181747,NP_859531,5001,ORC5,ORC5L ORC5P ORC5T PPP1R117,protein-coding,7q22.1-q22.2,origin recognition complex subunit 5
176,NP_001310344.1;NP_001017423.1;NP_001310343.1;NP_001310342.1;NP_002851.2,0,0,0,NM_001017423 NM_001323413 NM_001323414 NM_001323415 NM_002860,NP_001017423 NP_001310342 NP_001310343 NP_001310344 NP_002851,5832,ALDH18A1,ADCL3 ARCL3A GSAS P5CS PYCS SPG9 SPG9A SPG9B,protein-coding,10q24.1,aldehyde dehydrogenase 18 family member A1
177,XP_016869711.1;NP_005085.2,0,0,0,NM_005094 XM_017014222,NP_005085 XP_016869711,10999,SLC27A4,ACSVL4 FATP4 IPS,protein-coding,9q34.11,solute carrier family 27 member 4
178,NP_000995.1,0,0,0,NM_001004,NP_000995,6181,RPLP2,D11S2243E LP2 P2 RPP2,protein-coding,11p15.5,ribosomal protein lateral stalk subunit P2
179,XP_005273592.1,0,0,0,XM_005273535,XP_005273592,5423,POLB,---,protein-coding,8p11.21,DNA polymerase beta
180,XP_011522160.1,0,0,0,XM_011523858,XP_011522160,409,ARRB2,ARB2 ARR2 BARR2,protein-coding,17p13.2,arrestin beta 2
181,NP_940916.2,0,0,0,NM_198514,NP_940916,374354,NHLRC2,---,protein-coding,10q25.3,NHL repeat containing 2
182,NP_001189488.1,0,0,0,NM_001202559,NP_001189488,100529261,CHURC1-FNTB,---,protein-coding,14q23.3,CHURC1-FNTB readthrough
183,XP_011508135.1;NP_005048.2,0,0,0,NM_005057 XM_011509833,NP_005048 XP_011508135,5929,RBBP5,RBQ3 SWD1,protein-coding,1q32.1,"RB binding protein 5, histone lysine methyltransferase complex subunit"
184,NP_001290161.1;XP_016855491.1;NP_001121181.2,0,0,0,NM_001127709 NM_001303232 XM_017000002,NP_001121181 NP_001290161 XP_016855491,10216,PRG4,CACP HAPO JCAP MSF SZP,protein-coding,1q31.1,proteoglycan 4
185,XP_011527306.1;XP_011527305.1,0,0,0,XM_011529003 XM_011529004,XP_011527305 XP_011527306,64900,LPIN3,LIPN3L SMP2,protein-coding,20q12,lipin 3
186,NP_002615.2,0,0,0,NM_002624,NP_002615,5204,PFDN5,MM-1 MM1 PFD5,protein-coding,12q13.13,prefoldin subunit 5
187,NP_006406.1,0,0,0,NM_006415,NP_006406,10558,SPTLC1,HSAN1 HSN1 LBC1 LCB1 SPT1 SPTI,protein-coding,9q22.31,serine palmitoyltransferase long chain base subunit 1
188,NP_113642.1,0,0,0,NM_031454,NP_113642,83642,SELENOO,SELO,protein-coding,22q13.33,selenoprotein O
189,XP_016885227.1;XP_016885228.1;XP_016885229.1;XP_016885226.1;NP_075386.1;NP_542199.1,0,0,0,NM_023010 NM_080632 XM_017029737 XM_017029738 XM_017029739 XM_017029740,NP_075386 NP_542199 XP_016885226 XP_016885227 XP_016885228 XP_016885229,65109,UPF3B,HUPF3B MRX62 MRXS14 RENT3B UPF3BP1 UPF3BP2 UPF3BP3 UPF3X Upf3p-X,protein-coding,Xq24,UPF3 regulator of nonsense transcripts homolog B (yeast)
190,NP_085053.1;XP_005257760.1;XP_005257762.1;XP_006722187.1,0,0,0,NM_030576 XM_005257703 XM_005257705 XM_006722124,NP_085053 XP_005257760 XP_005257762 XP_006722187,80774,LIMD2,---,protein-coding,17q23.3,LIM domain containing 2
191,NP_003898.2,0,0,0,NM_003907,NP_003898,8893,EIF2B5,CACH CLE EIF-2B EIF2Bepsilon LVWM,protein-coding,3q27.1,eukaryotic translation initiation factor 2B subunit epsilon
192,NP_008824.2,0,0,0,NM_006893,NP_008824,1939,EIF2D,HCA56 LGTN,protein-coding,1q32.1,eukaryotic translation initiation factor 2D
193,NP_001273336.1,0,0,0,NM_001286407,NP_001273336,27079,RPUSD2,C15orf19 C18B11,protein-coding,15q15.1,RNA pseudouridylate synthase domain containing 2
194,NP_061936.2,0,0,0,NM_019063,NP_061936,27436,EML4,C2orf2 ELP120 EMAP-4 EMAPL4 ROPP120,protein-coding,2p21,echinoderm microtubule associated protein like 4
195,NP_002699.1,0,0,0,NM_002708,NP_002699,5499,PPP1CA,PP-1A PP1A PP1alpha PPP1A,protein-coding,11q13.2,protein phosphatase 1 catalytic subunit alpha
196,XP_011543297.1;XP_006718596.1;XP_011543299.1,0,0,0,XM_006718533 XM_011544995 XM_011544997,XP_006718596 XP_011543297 XP_011543299,3619,INCENP,---,protein-coding,11q12.3,inner centromere protein
197,XP_016872911.1,0,0,0,XM_017017422,XP_016872911,23365,ARHGEF12,LARG PRO2792,protein-coding,11q23.3,Rho guanine nucleotide exchange factor 12
198,XP_011530464.1,0,0,0,XM_011532162,XP_011530464,57721,METTL14,hMETTL14,protein-coding,4q26,methyltransferase like 14
199,XP_005256131.1,0,0,0,XM_005256074,XP_005256131,57707,TLDC1,KIAA1609,protein-coding,16q24.1,TBC/LysM-associated domain containing 1
200,NP_036230.1,0,0,0,NM_012098,NP_036230,23452,ANGPTL2,ARP2 HARP,protein-coding,9q33.3,angiopoietin like 2
201,NP_620305.2,0,0,0,NM_138927,NP_620305,6651,SON,BASS1 C21orf50 DBP-5 NREBP SON3 TOKIMS,protein-coding,21q22.11,SON DNA binding protein
202,XP_005273960.2,0,0,0,XM_005273903,XP_005273960,2615,LRRC32,D11S833E GARP,protein-coding,11q13.5,leucine rich repeat containing 32
203,NP_001004060.1;NP_775885.1,0,0,0,NM_001004060 NM_173614,NP_001004060 NP_775885,283820,NOMO2,Nomo PM5,protein-coding,16p12.3,NODAL modulator 2
204,NP_055102.3,0,0,0,NM_014287,NP_055102,23420,NOMO1,Nomo PM5,protein-coding,16p13.11,NODAL modulator 1
205,NP_009199.1,0,0,0,NM_007268,NP_009199,11326,VSIG4,CRIg Z39IG,protein-coding,Xq12,V-set and immunoglobulin domain containing 4
206,REV__NP_001331.1,0,2,0,---,---,---,---,---,---,---,---
207,NP_060866.2,0,0,0,NM_018396,NP_060866,55798,METTL2B,METL METTL2 METTL2A PSENIP1,protein-coding,7q32.1,methyltransferase like 2B
208,NP_689953.1,0,0,0,NM_152740,NP_689953,11112,HIBADH,NS5ATP1,protein-coding,7p15.2,3-hydroxyisobutyrate dehydrogenase
209,NP_002309.1,0,0,0,NM_002318,NP_002309,4017,LOXL2,LOR LOR2 WS9-14,protein-coding,8p21.3,lysyl oxidase like 2
210,REV__XP_016871276.1,0,2,0,---,---,---,---,---,---,---,---
211,NP_036586.2,0,0,0,NM_012454,NP_036586,26230,TIAM2,STEF TIAM-2,protein-coding,6q25.2-q25.3,T-cell lymphoma invasion and metastasis 2
212,XP_005256294.1;XP_005256295.1;XP_005256296.1;XP_005256297.1;XP_005256298.1;XP_005256299.1;XP_005256301.1;XP_005256302.1;XP_006721401.1;XP_006721402.1;XP_006721403.1;XP_006721404.1;XP_011521763.1;XP_011521764.1;NP_001139245.1;XP_006721410.1;NP_001139243.1;NP_005673.3;XP_005256303.1;XP_005256304.1;XP_005256305.1;XP_005256306.1;XP_005256308.1;XP_005256309.1;XP_005256311.1;XP_006721405.1;XP_006721406.1;XP_006721407.1;XP_006721408.1;XP_006721409.1;XP_011521765.1;XP_011521766.1;XP_011521767.1;XP_011521768.1;XP_011521769.1;XP_011521770.1;XP_016879381.1;NP_001139242.1;NP_001139244.1;NP_001139246.1;NP_958933.1;NP_958932.1;XP_005256312.1,0,0,0,NM_001145770 NM_001145771 NM_001145772 NM_001145773 NM_001145774 NM_005682 NM_201524 NM_201525 XM_005256237 XM_005256238 XM_005256239 XM_005256240 XM_005256241 XM_005256242 XM_005256244 XM_005256245 XM_005256246 XM_005256247 XM_005256248 XM_005256249 XM_005256251 XM_005256252 XM_005256254 XM_005256255 XM_006721338 XM_006721339 XM_006721340 XM_006721341 XM_006721342 XM_006721343 XM_006721344 XM_006721345 XM_006721346 XM_006721347 XM_011523461 XM_011523462 XM_011523463 XM_011523464 XM_011523465 XM_011523466 XM_011523467 XM_011523468 XM_017023892,NP_001139242 NP_001139243 NP_001139244 NP_001139245 NP_001139246 NP_005673 NP_958932 NP_958933 XP_005256294 XP_005256295 XP_005256296 XP_005256297 XP_005256298 XP_005256299 XP_005256301 XP_005256302 XP_005256303 XP_005256304 XP_005256305 XP_005256306 XP_005256308 XP_005256309 XP_005256311 XP_005256312 XP_006721401 XP_006721402 XP_006721403 XP_006721404 XP_006721405 XP_006721406 XP_006721407 XP_006721408 XP_006721409 XP_006721410 XP_011521763 XP_011521764 XP_011521765 XP_011521766 XP_011521767 XP_011521768 XP_011521769 XP_011521770 XP_016879381,9289,ADGRG1,BFPP BPPR GPR56 TM7LN4 TM7XN1,protein-coding,16q21,adhesion G-protein-coupled receptor G1
213,NP_001287750.1;NP_001408.2,0,0,0,NM_001300821 NM_001417,NP_001287750 NP_001408,1975,EIF4B,EIF-4B PRO1843,protein-coding,12q13.13,eukaryotic translation initiation factor 4B
214,NP_001018063.1,0,0,0,NM_001018053,NP_001018063,5208,PFKFB2,PFK-2/FBPase-2,protein-coding,1q32.1,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
215,NP_001243343.1,0,0,0,NM_001256414,NP_001243343,2770,GNAI1,Gi,protein-coding,7q21.11,G-protein subunit alpha i1
216,NP_666500.1,0,0,0,NM_146388,NP_666500,51073,MRPL4,CGI-28 L4mt,protein-coding,19p13.2,mitochondrial ribosomal protein L4
217,REV__XP_016880298.1,0,2,0,---,---,---,---,---,---,---,---
218,XP_016883654.1;NP_653081.1;NP_055650.1,0,0,0,NM_014835 NM_144498 XM_017028165,NP_055650 NP_653081 XP_016883654,9885,OSBPL2,DFNA67 DNFA67 ORP-2 ORP2,protein-coding,20q13.33,oxysterol binding protein like 2
219,NP_001253968.1;NP_056269.1;NP_057732.2,0,0,0,NM_001267039 NM_015454 NM_016648,NP_001253968 NP_056269 NP_057732,51574,LARP7,ALAZS HDCMA18P PIP7S,protein-coding,4q25,La ribonucleoprotein domain family member 7
220,NP_057023.2,0,0,0,NM_015939,NP_057023,51605,TRMT6,CGI-09 GCD10 Gcd10p,protein-coding,20p12.3,tRNA methyltransferase 6
221,NP_149072.2;NP_001180298.1;XP_011526811.1,0,0,0,NM_001193369 NM_033081 XM_011528509,NP_001180298 NP_149072 XP_011526811,11083,DIDO1,BYE1 C20orf158 DATF-1 DATF1 DIDO2 DIDO3 DIO-1 DIO1 dJ885L7.8,protein-coding,20q13.33,death inducer-obliterator 1
222,NP_054907.1,0,0,0,NM_014188,NP_054907,29101,SSU72,HSPC182 PNAS-120,protein-coding,1p36.33,"SSU72 homolog, RNA polymerase II CTD phosphatase"
223,XP_016883363.1;NP_057733.2;NP_001263309.1,0,0,0,NM_001276380 NM_016649 XM_017027874,NP_001263309 NP_057733 XP_016883363,51575,ESF1,ABTAP C20orf6 HDCMC28P bA526K24.1,protein-coding,20p12.1,ESF1 nucleolar pre-rRNA processing protein homolog
224,REV__XP_016856362.1,0,2,0,---,---,---,---,---,---,---,---
225,NP_006793.1,0,0,0,NM_006802,NP_006793,10946,SF3A3,PRP9 PRPF9 SAP61 SF3a60,protein-coding,1p34.3,splicing factor 3a subunit 3
226,XP_016862915.1,0,0,0,XM_017007426,XP_016862915,8975,USP13,ISOT3 IsoT-3,protein-coding,3q26.33,ubiquitin specific peptidase 13 (isopeptidase T-3)
227,NP_004703.1;XP_011523765.1;XP_016880786.1,0,0,0,NM_004712 XM_011525463 XM_017025297,NP_004703 XP_011523765 XP_016880786,9146,HGS,HRS,protein-coding,17q25.3,hepatocyte growth factor-regulated tyrosine kinase substrate
228,XP_005258735.1,0,0,0,XM_005258678,XP_005258735,23211,ZC3H4,C19orf7,protein-coding,19q13.32,zinc finger CCCH-type containing 4
229,NP_858058.1;NP_858059.1,0,0,0,NM_181672 NM_181673,NP_858058 NP_858059,8473,OGT,HINCUT-1 HRNT1 O-GLCNAC,protein-coding,Xq13.1,O-linked N-acetylglucosamine (GlcNAc) transferase
230,NP_036256.2,0,0,0,NM_012124,NP_036256,26973,CHORDC1,CHP1,protein-coding,11q14.3,cysteine and histidine rich domain containing 1
231,NP_127460.1;NP_061856.1,0,0,0,NM_018983 NM_032993,NP_061856 NP_127460,54433,GAR1,NOLA1,protein-coding,4q25,GAR1 ribonucleoprotein
232,NP_071393.2,0,0,0,NM_022110,NP_071393,63943,FKBPL,DIR1 FKBP4 NG7 WISP39,protein-coding,6p21.32,FK506 binding protein like
233,NP_000979.1,0,0,0,NM_000988,NP_000979,6155,RPL27,L27,protein-coding,17q21.31,ribosomal protein L27
234,NP_000602.1;NP_001120695.1;NP_001120697.1;NP_001120698.1;NP_001120699.1;NP_976076.1;NP_976075.1;NP_976074.1,0,0,0,NM_000611 NM_001127223 NM_001127225 NM_001127226 NM_001127227 NM_203329 NM_203330 NM_203331,NP_000602 NP_001120695 NP_001120697 NP_001120698 NP_001120699 NP_976074 NP_976075 NP_976076,966,CD59,16.3A5 1F5 EJ16 EJ30 EL32 G344 HRF-20 HRF20 MAC-IP MACIF MEM43 MIC11 MIN1 MIN2 MIN3 MIRL MSK21 p18-20,protein-coding,11p13,CD59 molecule
